1605287262,64705,212,207,207,200,195,202,195,195,205,210,207,210,212,207,202,192,207,210,207,210,205,200,197,190,207,202,230,232,220,207,197,187,200,200,220,230,210,202,182,192,195,205,195,202,200,195,190,202,210,200,202,200,202,202,200,190,197,210,207,207,202,207,192,197
1605287263,64705,207,210,212,202,195,210,190,187,207,212,207,217,212,217,195,200,210,200,207,210,210,207,195,187,210,210,232,235,230,210,195,182,205,202,222,232,225,197,185,180,197,205,210,215,205,192,192,195,215,222,207,205,205,197,192,197,212,212,207,202,212,207,192,202
1605287264,64705,212,207,207,200,195,207,205,180,197,207,210,212,215,200,202,190,212,212,212,217,225,195,197,187,205,212,232,235,230,207,202,192,205,210,222,232,235,197,192,190,207,207,212,215,212,202,190,192,212,210,210,212,207,195,195,190,202,217,212,200,215,197,207,202
1605287265,64705,207,205,207,207,197,207,197,182,205,205,205,200,210,210,202,202,215,210,215,220,202,200,200,187,207,197,232,232,215,200,197,187,210,202,217,230,210,202,187,185,202,202,195,202,200,192,195,195,210,200,210,205,200,195,197,187,207,202,205,202,207,207,192,197
1605287266,64705,202,210,205,207,200,202,195,187,200,220,215,212,205,207,202,192,207,205,215,215,205,200,197,190,202,210,227,240,215,210,190,192,200,200,215,232,212,190,192,187,197,197,197,202,205,195,202,190,207,205,205,207,205,195,190,192,207,200,202,205,207,200,197,200
1605287267,64705,217,207,202,205,200,207,210,190,217,212,215,215,212,197,207,185,207,210,207,215,210,205,192,185,212,207,230,242,217,205,195,185,205,200,212,225,222,207,190,192,215,207,195,202,205,197,192,197,212,205,210,202,205,202,195,200,212,212,205,202,205,202,200,197
1605287268,64705,210,217,210,202,195,205,197,197,207,210,207,207,205,200,197,195,202,207,205,215,202,200,192,185,210,207,222,232,210,200,197,185,205,197,217,227,210,197,192,187,205,207,200,202,205,192,190,182,212,205,207,207,197,192,197,190,195,200,202,205,200,205,195,195
1605287269,64705,205,205,210,205,205,200,197,200,197,207,212,202,205,197,200,197,207,205,207,210,200,200,197,190,210,202,227,232,220,202,195,192,197,207,217,232,210,200,192,192,195,210,195,202,202,190,195,197,210,205,202,202,210,197,197,190,215,210,202,200,205,207,200,197
1605287270,64705,220,210,212,202,195,197,197,187,200,210,210,210,210,210,192,197,210,207,215,220,205,187,190,192,207,202,225,235,215,205,195,187,205,200,215,227,212,202,185,180,202,202,205,210,210,195,192,187,217,195,207,200,205,195,200,195,212,205,195,202,205,205,192,192
1605287271,64705,210,207,202,207,200,205,202,192,210,207,210,207,210,207,197,192,205,202,207,215,200,200,205,185,212,205,225,232,212,200,197,190,200,210,225,230,215,195,185,192,210,210,200,207,207,192,195,195,210,200,207,205,202,187,197,195,212,210,207,200,212,212,187,200
