1605285093,64702,200,195,200,200,200,187,190,197,192,192,200,197,195,192,182,180,195,197,197,197,190,195,187,187,192,195,192,195,197,190,187,187,197,190,192,185,187,187,180,185,190,197,190,195,192,197,185,185,202,195,205,190,192,192,192,215,200,205,197,195,192,190,185,190
1605285094,64702,207,197,195,200,192,182,187,182,197,195,197,197,197,195,185,177,195,190,197,195,187,197,187,182,195,195,187,190,187,190,187,192,200,185,192,185,187,195,185,172,197,190,185,195,192,185,190,190,200,200,197,197,192,195,195,210,200,200,202,205,190,190,192,192
1605285095,64702,197,197,190,192,192,192,190,185,192,197,205,192,197,192,177,195,205,200,197,197,195,195,187,190,197,197,192,195,190,195,187,185,207,195,187,192,182,187,190,185,192,195,195,185,192,190,182,195,205,197,200,195,190,197,197,212,205,200,215,197,187,185,192,197
1605285096,64702,205,197,192,192,195,197,185,192,197,205,202,197,200,190,185,182,192,192,192,192,192,192,192,190,192,197,185,195,190,190,187,187,200,190,190,187,185,192,192,187,200,200,192,185,192,190,185,180,197,192,202,195,192,195,190,222,195,207,195,197,192,187,192,177
1605285097,64702,197,185,195,187,195,192,190,192,195,200,202,205,185,195,190,182,190,192,202,190,192,195,180,190,190,197,195,200,185,197,182,187,192,185,192,187,190,190,182,185,190,197,197,187,185,187,185,182,192,195,197,190,197,190,197,205,202,205,205,205,187,187,192,192
1605285098,64702,192,197,197,192,190,182,197,200,200,192,197,197,195,195,180,180,192,197,195,190,192,190,192,182,192,197,195,197,187,195,185,190,192,187,192,185,190,187,187,185,202,192,192,187,182,192,182,192,195,192,202,195,187,197,192,212,195,200,202,197,185,187,195,182
1605285099,64702,197,190,197,197,200,192,197,187,195,200,195,202,195,192,195,180,190,197,192,200,190,185,185,187,195,190,192,192,185,190,190,190,195,190,192,187,192,195,192,177,190,192,192,190,190,182,182,185,195,197,200,195,192,197,185,217,210,205,200,205,195,190,192,187
1605285100,64702,200,195,195,195,195,190,192,190,200,205,197,202,197,190,177,180,205,190,200,197,187,190,180,185,195,192,187,197,187,200,192,197,205,185,192,185,190,187,185,182,197,205,192,200,192,190,175,190,195,190,200,202,190,195,185,205,197,195,205,197,195,190,192,185
1605285101,64702,192,187,202,197,192,192,200,192,195,195,195,190,195,195,185,180,195,192,200,195,192,192,187,185,192,197,182,192,195,190,190,187,200,195,192,187,187,190,192,180,195,190,190,187,192,185,182,197,200,197,202,197,182,192,185,207,195,205,195,192,192,185,187,185
1605285102,64702,187,202,197,197,195,187,187,202,202,195,192,197,202,192,185,182,192,195,197,202,195,192,185,182,197,192,192,197,192,187,190,187,197,190,190,185,187,187,187,182,205,190,192,190,190,192,182,195,207,192,207,192,192,197,185,212,192,200,207,202,185,190,200,195
1605285103,64702,200,197,197,197,200,187,192,192,190,197,197,200,197,192,185,177,197,192,197,197,192,200,185,182,190,192,195,200,192,192,192,195,185,190,190,190,185,182,180,180,190,200,185,195,182,182,185,190,202,195,202,190,192,187,187,215,197,197,195,207,187,187,192,197
1605285104,64702,207,195,210,190,195,197,190,187,197,200,197,197,192,185,190,185,200,197,202,202,197,195,190,187,200,200,190,197,192,190,195,195,197,197,190,187,185,187,187,177,195,197,192,195,192,185,190,185,200,195,202,192,190,192,190,217,195,192,197,192,192,180,192,185
1605285105,64702,195,197,192,197,190,195,195,182,192,195,202,200,197,192,192,187,200,185,200,195,192,197,185,180,197,197,195,190,190,187,187,182,200,195,190,190,190,190,185,177,195,195,187,192,190,182,182,190,202,200,202,190,192,195,182,210,202,200,197,192,187,182,192,190
1605285106,64702,210,197,195,195,192,190,192,192,195,197,195,197,197,195,192,192,195,190,195,197,195,195,195,180,192,195,187,190,192,192,185,197,202,187,192,192,190,185,185,190,197,195,192,187,190,195,182,190,202,192,205,195,192,190,200,217,202,202,205,192,195,192,195,192
1605285107,64702,207,195,195,197,195,192,197,180,202,205,205,200,192,195,192,182,205,187,200,197,192,192,185,195,195,200,187,195,187,197,182,190,205,190,195,192,185,192,192,185,190,200,192,195,187,187,177,187,205,192,202,197,195,192,192,210,192,200,207,197,195,192,192,192
1605285108,64702,200,192,192,195,197,185,197,200,202,202,200,197,195,187,190,172,202,187,197,197,190,190,182,190,195,195,187,195,192,192,187,185,197,195,187,187,182,187,185,180,197,200,190,187,190,192,187,187,197,197,202,197,195,192,195,207,200,200,195,192,195,185,187,185
1605285109,64702,202,195,200,197,195,190,190,195,200,200,197,200,187,195,180,190,195,192,192,200,187,200,195,180,202,197,195,195,192,192,190,190,207,190,187,192,185,190,192,182,197,200,195,195,192,185,187,195,195,192,195,197,187,190,192,212,207,197,200,197,190,185,195,197
1605285110,64702,202,192,192,190,190,192,197,187,195,195,195,197,197,195,182,180,197,190,197,190,190,192,185,187,200,192,197,197,185,187,190,182,192,192,192,182,182,187,187,177,192,195,192,187,190,187,177,185,200,192,200,190,192,187,197,207,197,200,207,197,185,182,187,187
1605285111,64702,202,200,202,190,182,190,200,197,202,200,192,200,197,185,190,172,187,195,197,195,195,192,182,175,202,190,190,195,180,187,187,180,197,195,200,190,187,192,182,182,200,197,195,190,192,192,185,190,200,205,207,187,192,192,190,197,202,195,202,195,195,185,190,190
1605285112,64702,202,195,197,197,187,192,195,195,195,192,190,192,192,185,182,177,202,195,200,192,190,195,190,190,197,190,190,195,187,187,187,195,207,192,197,190,187,192,190,177,195,195,195,192,197,187,182,182,202,192,205,195,192,190,192,217,207,200,200,205,187,180,200,187
1605285113,64702,202,190,202,190,192,190,202,190,195,197,195,197,195,187,197,185,200,190,197,192,187,190,182,180,195,197,192,192,190,190,187,200,195,190,195,187,185,187,185,180,195,200,187,185,195,182,190,187,207,190,202,180,202,202,185,207,202,197,197,200,190,187,190,185
1605285114,64702,205,202,195,195,192,187,187,192,192,187,205,192,195,192,190,175,210,192,197,195,197,190,190,187,192,195,195,200,192,187,190,182,197,190,195,187,187,187,182,187,190,197,195,190,190,190,190,182,200,195,202,192,192,192,192,215,195,192,202,200,192,177,195,190
1605285115,64702,192,195,197,192,195,195,202,187,200,195,192,192,197,197,185,172,197,192,197,202,192,197,182,185,197,190,187,192,187,182,185,185,192,190,192,187,180,195,185,177,192,190,195,182,192,185,187,175,202,190,202,190,190,195,195,212,202,190,202,197,185,190,197,182
1605285117,64702,192,192,195,195,190,197,200,185,200,192,202,195,190,185,187,185,195,187,205,202,192,195,182,185,197,190,190,195,190,202,185,185,197,187,190,190,185,192,185,175,192,187,185,195,195,195,185,192,202,197,205,192,190,192,197,202,200,185,200,205,192,187,192,195
1605285117,64702,200,200,192,195,187,187,195,177,205,192,185,205,195,192,195,182,197,192,197,192,190,192,190,177,190,205,182,192,190,187,190,190,195,185,192,182,177,190,182,180,190,197,187,192,185,195,182,190,197,197,197,192,182,190,192,202,205,200,195,195,192,182,190,190
